,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
165,0.057374159495035805,0.004289544692133473,0.020259936650594074,0.0009667367101390761,"{0: 1, 1: 2}",entropy,6,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6482939632545932,0.5547309833024119,0.5482625482625483,0.5837624982731845,0.04570698445862384,113
179,0.05815768241882324,0.003254199917616591,0.022354761759440105,0.003914895486650286,"{0: 1, 1: 2}",entropy,9,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6482939632545932,0.5557586837294333,0.5449330783938815,0.582995241792636,0.04638419774840699,114
201,0.056935389836629234,0.0040857195923267465,0.018941799799601238,0.0012701681920717553,"{0: 1, 1: 2}",gini,6,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6155660377358491,0.5885286783042394,0.5351851851851852,0.5797599670750913,0.0333959886479203,115
156,0.14098779360453287,0.009205213157271611,0.025040864944458008,0.0008272927040941749,"{0: 1, 1: 2}",entropy,6,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5582191780821918,0.5685185185185185,0.6,0.5755792322002368,0.01777262929907113,116
199,0.06200734774271647,0.0037933645218516557,0.017964601516723633,3.8933590933214475e-07,"{0: 1, 1: 2}",gini,6,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.5976744186046512,0.5889724310776943,0.5351851851851852,0.5739440116225102,0.027635920065847176,117
211,0.06228264172871908,0.003172631802746436,0.021276394526163738,0.002486844776182775,"{0: 1, 1: 2}",gini,9,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6220095693779905,0.5751633986928104,0.5172413793103449,0.5714714491270486,0.042851030957723565,118
213,0.06416940689086914,0.002250746051242214,0.02089699109395345,0.0023166439013647946,"{0: 1, 1: 2}",gini,9,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6166281755196305,0.5521739130434783,0.5425330812854442,0.5704450566161844,0.032892722224265786,119
177,0.06178593635559082,0.00542963782153582,0.018886566162109375,0.0013067608569909332,"{0: 1, 1: 2}",entropy,9,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6114942528735632,0.5400696864111498,0.5401869158878505,0.5639169517241879,0.033642266314675415,120
170,0.12508591016133627,0.009876627461301786,0.02121448516845703,0.002121569821579486,"{0: 1, 1: 2}",entropy,9,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5967078189300411,0.574108818011257,0.5166959578207382,0.5625041982540121,0.033679616776583376,121
168,0.11940805117289226,0.009934926380735985,0.01972675323486328,0.0005495952148655179,"{0: 1, 1: 2}",entropy,9,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5589285714285714,0.5619389587073609,0.5557692307692308,0.558878920301721,0.0025190255567624914,122
73,0.09493192036946614,0.010100599158288892,0.019800504048665363,0.003029066004664222,balanced,entropy,3,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5573770491803278,0.590316573556797,0.5255102040816326,0.5577346089395858,0.026458297600487703,123
75,0.09651851654052734,0.003974217324076118,0.020058393478393555,0.0013385959829627996,balanced,entropy,3,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
109,0.09787782033284505,0.009662698944443354,0.019728740056355793,0.003503439674087408,balanced,gini,3,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
111,0.09920239448547363,0.001656151773869919,0.021973848342895508,0.003261569688425147,balanced,gini,3,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
183,0.08868670463562012,0.00048821888621002394,0.018408695856730144,0.0024438182731014706,"{0: 1, 1: 2}",gini,3,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.55668358714044,0.5889328063241107,0.5246179966044142,0.5567447966896549,0.026256446792827574,127
181,0.08271074295043945,0.004625029886597829,0.018305857976277668,0.0020124774691188813,"{0: 1, 1: 2}",gini,3,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.55668358714044,0.5881188118811881,0.5246179966044142,0.5564734652086808,0.025924525050273588,128
147,0.1056811014811198,0.002859597124567277,0.019449313481648762,0.0012121810244545448,"{0: 1, 1: 2}",entropy,3,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5553691275167785,0.5889328063241107,0.5246179966044142,0.5563066434817677,0.02626477856317149,129
145,0.10179535547892253,0.008199159055300467,0.022705952326456707,0.0005958986840937623,"{0: 1, 1: 2}",entropy,3,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5553691275167785,0.5881188118811881,0.5246179966044142,0.5560353120007936,0.025928378745161275,130
197,0.12724892298380533,0.005650280416647368,0.02158816655476888,0.0020776439432081393,"{0: 1, 1: 2}",gini,6,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
161,0.12821229298909506,0.004261826217756245,0.01912999153137207,0.003177553706228477,"{0: 1, 1: 2}",entropy,6,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
185,0.0827028751373291,0.003476867062897426,0.020028193791707356,0.0030996995985560992,"{0: 1, 1: 2}",gini,3,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
149,0.09331631660461426,0.004328465619254865,0.020907878875732422,0.0011629025649485196,"{0: 1, 1: 2}",entropy,3,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
77,0.08898417154947917,0.003680404121654148,0.01961239178975423,0.003083406818784221,balanced,entropy,3,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.584870848708487,0.5243697478991597,0.5545707137743646,0.024699570518017553,135
113,0.08326292037963867,0.001693812451214999,0.01902906099955241,0.0029130797418033616,balanced,gini,3,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.584870848708487,0.5243697478991597,0.5545707137743646,0.024699570518017553,135
192,0.10387261708577473,0.01532871873608038,0.021263917287190754,0.0024253697685034867,"{0: 1, 1: 2}",gini,6,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5559380378657487,0.5539823008849557,0.5494505494505495,0.5531236294004179,0.002717212299778902,137
157,0.15846077601114908,0.0068741660297981216,0.021410385767618816,0.004652418908792175,"{0: 1, 1: 2}",entropy,6,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5585738539898133,0.5739299610894941,0.5249569707401033,0.5524869286064703,0.020451184829689318,138
173,0.17534716924031576,0.00580319914585055,0.020286957422892254,0.0032942576154989054,"{0: 1, 1: 2}",entropy,9,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5834896810506567,0.5189456342668863,0.5523022866776633,0.026394604930203076,139
193,0.1253044605255127,0.004200414261014695,0.020947933197021484,0.0014169773177190774,"{0: 1, 1: 2}",gini,6,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5564924114671164,0.5739299610894941,0.5261324041811847,0.5521849255792651,0.019749555903974123,140
209,0.16037710507710776,0.009266256396490863,0.019337177276611328,0.0013345534857806996,"{0: 1, 1: 2}",gini,9,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5526742301458671,0.5834896810506567,0.5180921052631579,0.5514186721532273,0.026713205836877446,141
159,0.13259482383728027,0.010677368483343271,0.016989469528198242,0.0014363907689525666,"{0: 1, 1: 2}",entropy,6,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5574324324324325,0.5722543352601156,0.523972602739726,0.5512197901440914,0.02019453914543524,142
195,0.13638822237650552,0.00889423352255876,0.019123554229736328,0.003580449951269726,"{0: 1, 1: 2}",gini,6,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5564924114671164,0.5722543352601156,0.5242214532871973,0.5509894000048098,0.019991694759270814,143
206,0.12897523244222006,0.0030857843032057884,0.018440405527750652,0.002062217385797548,"{0: 1, 1: 2}",gini,9,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5311475409836065,0.5828220858895705,0.5245614035087719,0.5461770101273163,0.026051109828250676,144
194,0.1039276123046875,0.006682914025393381,0.01994951566060384,0.0021506801569785967,"{0: 1, 1: 2}",gini,6,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5212765957446809,0.5537918871252204,0.562,0.5456894942899672,0.01758475648164455,145
171,0.17174704869588217,0.008655043189122618,0.01737324396769206,0.002572510684503535,"{0: 1, 1: 2}",entropy,9,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5553691275167785,0.5692307692307692,0.5108877721943048,0.5451625563139508,0.02488784037219804,146
204,0.1553038756052653,0.006623477123270319,0.017946879069010418,0.0013790795941642374,"{0: 1, 1: 2}",gini,9,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5733855185909981,0.5507246376811594,0.5086505190311419,0.5442535584344331,0.02682115075789632,147
207,0.17080442110697427,0.007301770550893171,0.01839478810628255,0.0018551203055584956,"{0: 1, 1: 2}",gini,9,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5518394648829431,0.5489130434782609,0.5083892617449665,0.5363805900353902,0.01982888179997636,148
169,0.17233649889628092,0.012934081184383564,0.019300063451131184,0.0036507160658273393,"{0: 1, 1: 2}",entropy,9,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5649122807017544,0.5279187817258884,0.5117845117845118,0.5348718580707182,0.02223958798364987,149
205,0.1718144416809082,0.01904286616195507,0.016414403915405273,0.0007935667764438309,"{0: 1, 1: 2}",gini,9,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5465313028764806,0.5352112676056338,0.5101351351351351,0.5306259018724164,0.015208318792567914,150
74,0.0821538766225179,0.007416176289057254,0.02094300587972005,0.002153725931974795,balanced,entropy,3,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
72,0.0867929458618164,0.0038225834561393976,0.01825292905171712,0.003347836896018693,balanced,entropy,3,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
108,0.07625118891398112,0.00437003550997817,0.018408775329589844,0.0016357831818599948,balanced,gini,3,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
110,0.07864777247111003,0.00810744286897812,0.019553979237874348,0.003268672782185,balanced,gini,3,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
112,0.08256967862447102,0.0052873418256818155,0.01912522315979004,0.0010510420332673044,balanced,gini,3,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5272108843537415,0.5251798561151079,0.4431977559607293,0.4985294988098595,0.03913423559977666,155
76,0.069365660349528,0.004000065517507042,0.019800424575805664,0.0010087688902853033,balanced,entropy,3,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5272108843537415,0.5251798561151079,0.4431977559607293,0.4985294988098595,0.03913423559977666,155
83,0.05149348576863607,0.0009276543140221598,0.019079128901163738,0.0021514414391142923,balanced,entropy,3,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
115,0.05599204699198405,0.003357324638026643,0.01941816012064616,0.0015061525489406193,balanced,gini,3,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
119,0.05002013842264811,0.003937797579201759,0.02028067906697591,0.00248975471117116,balanced,gini,3,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
79,0.05244628588358561,0.007465485202152306,0.019882043202718098,0.0022145436818627458,balanced,entropy,3,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
117,0.05756791432698568,0.00524839629626588,0.02069703737894694,0.0034609219817878603,balanced,gini,3,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
81,0.05489246050516764,0.0045737400802440195,0.017618894577026367,0.0018797495343055456,balanced,entropy,3,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
121,0.1362591584523519,0.0016810463317609918,0.022876898447672527,0.0022679158958432114,balanced,gini,6,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.42787524366471735,0.4334763948497854,0.4180672268907563,0.4264729551350864,0.006368433828273275,163
123,0.12929598490397134,0.007111652739188923,0.020278135935465496,0.0004717666261548729,balanced,gini,6,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.42787524366471735,0.4330117899249732,0.4180672268907563,0.42631808682681566,0.006199652900729656,164
85,0.14491510391235352,0.011187887815457596,0.020379304885864258,0.0017869913972860397,balanced,entropy,6,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.4267578125,0.4334763948497854,0.4182590233545648,0.4261644102347834,0.0062266199226740145,165
87,0.1370083491007487,0.0065374443293141835,0.022130886713663738,0.002339203825720751,balanced,entropy,6,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.4269005847953216,0.4330117899249732,0.41798941798941797,0.4259672642365709,0.0061682644826336315,166
89,0.12667004267374674,0.004348936090809381,0.01959649721781413,0.0026416487162360335,balanced,entropy,6,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.425,0.4293304994686504,0.41435897435897434,0.42289649127587486,0.006290479724248263,167
125,0.13188536961873373,0.0028105260254489887,0.022274494171142578,0.00047339536371966,balanced,gini,6,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.425,0.4293304994686504,0.41435897435897434,0.42289649127587486,0.006290479724248263,167
118,0.05331261952718099,0.0017400781484854047,0.018084923426310223,0.0020622541377667224,balanced,gini,3,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
80,0.05389253298441569,0.006381280039120106,0.018646955490112305,0.0016849252120467852,balanced,entropy,3,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
78,0.05689080556233724,0.0068297909605581405,0.019953091939290363,0.0028161962486125468,balanced,entropy,3,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
82,0.04823835690816244,0.001720414395255994,0.019776582717895508,0.0024772839600624625,balanced,entropy,3,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
114,0.04841113090515137,0.003443230031026495,0.020067930221557617,0.0020458968474939155,balanced,gini,3,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
116,0.053331454594930015,0.00444286464192637,0.01944589614868164,0.0012540456454812423,balanced,gini,3,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.41875,0.41450777202072536,0.3987096774193548,0.41065581648002675,0.008622907607055315,169
90,0.057484706242879234,0.006167841735705398,0.018476565678914387,0.0018376390274636078,balanced,entropy,6,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.30493576741041245,0.28655352480417756,0.2825503355704698,0.29134654259501996,0.009747021915186128,175
126,0.05720194180806478,0.008238314221464895,0.020066022872924805,0.000908915249631155,balanced,gini,6,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.30493576741041245,0.2855288773523686,0.2834008097165992,0.2912884848264601,0.009689114490337065,176
128,0.05556631088256836,0.004060736784292354,0.01894831657409668,0.0014105801590610122,balanced,gini,6,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.2988808426596445,0.2868421052631579,0.28112449799196787,0.2889491486382567,0.0074005255591632554,177
92,0.06691884994506836,0.0037906410398591446,0.021357377370198567,0.0028604489673480582,balanced,entropy,6,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.2988808426596445,0.2878888153540701,0.27360308285163776,0.2867909136217841,0.010348762450590814,178
94,0.06093223889668783,0.0023140838044192645,0.019248565038045246,0.002390785748756861,balanced,entropy,6,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.2889589905362776,0.2756923076923077,0.2707672796448954,0.2784728592911602,0.007682585792310628,179
130,0.0566254456837972,0.007079708375822651,0.02105251948038737,0.0015947578141661113,balanced,gini,6,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.2889589905362776,0.2747858017135863,0.2707672796448954,0.27817069063158645,0.007802892242807949,180
84,0.10514140129089355,0.004350055407222171,0.020461241404215496,0.0010590660690185875,balanced,entropy,6,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.20884196634774002,0.42637362637362636,0.18201970443349755,0.272411765718288,0.10941678523239912,181
107,0.0645917256673177,0.006908296721300337,0.018935600916544598,0.0021594851155085264,balanced,entropy,9,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.2928053541550474,0.26627508565834557,0.22409823484267075,0.2610595582186879,0.02829096859313535,182
143,0.0691673755645752,0.005626188680511746,0.02360375722249349,0.002616737785721412,balanced,gini,9,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.2897042716319825,0.26627508565834557,0.22409823484267075,0.2600258640443329,0.027145626951511157,183
132,0.1403071085611979,0.011829915114270112,0.01961374282836914,0.0016955755750246546,balanced,gini,9,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.2062364927446743,0.2430795847750865,0.2926682692307692,0.24732811558351,0.035413279121050634,184
91,0.06401205062866211,0.00931752738257707,0.020354668299357098,0.003317677357321556,balanced,entropy,6,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.28484107579462103,0.217440543601359,0.2375,0.24659387313199335,0.028257527980927264,185
127,0.06372268994649251,0.0037626895217750464,0.020535945892333984,0.00229446411039001,balanced,gini,6,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.2844932844932845,0.21778447626224567,0.23676148796498905,0.2463464162401731,0.02806444264464311,186
100,0.12220120429992676,0.005046057940922132,0.02244702974955241,0.0018716371465780765,balanced,entropy,9,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.2125748502994012,0.2715863453815261,0.23202875399361023,0.23872998322484584,0.024552922336103396,187
96,0.13897291819254556,0.00944349400308249,0.020943244298299152,0.0014099548433081281,balanced,entropy,9,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.22264675234456408,0.23438138015516538,0.24537444933920705,0.23413419394631219,0.009280189597074016,188
