,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
98,0.13173977533976236,0.01052768940605913,0.030544360478719074,0.007868882054466167,balanced,entropy,9,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.19866629619338705,0.2719206680584551,0.22243060765191297,0.2310058573012517,0.030514498512977748,189
105,0.06623125076293945,0.0010542782402569665,0.021903196970621746,0.0018806666007013635,balanced,entropy,9,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.24253731343283583,0.23446561723280862,0.20265268352868598,0.22655187139811014,0.017217558005321324,190
138,0.07895429929097493,0.004594719450148176,0.022425015767415363,0.002378487336181881,balanced,gini,9,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.1944063613929257,0.21569965870307167,0.267590027700831,0.22589868259894277,0.030735184180220573,191
102,0.07509899139404297,0.005703473202035542,0.02184271812438965,0.0023617643600254727,balanced,entropy,9,sqrt,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.19519602429596908,0.21642808452624404,0.26483516483516484,0.22548642455245935,0.029142667651656563,192
141,0.07467937469482422,0.0026468306554346343,0.022607962290445965,0.0028615153228969993,balanced,gini,9,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.24444444444444444,0.22619984264358772,0.19939209726443768,0.22334546145082332,0.018502956801588425,193
134,0.13470609982808432,0.008705587433557243,0.021428426106770832,0.0013028084958705724,balanced,gini,9,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.20562175374274366,0.22118612458038045,0.2430890741553313,0.22329898415948513,0.015368759577481352,194
131,0.05894629160563151,0.0006813421332826405,0.02102939287821452,0.0036613292074855817,balanced,gini,6,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.2071767095463778,0.222265625,0.23927765237020315,0.222906662305527,0.013112991755378434,195
95,0.061050971349080406,0.0056170108696178885,0.023069302241007488,0.0012257435037455835,balanced,entropy,6,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.2071767095463778,0.22013061851709567,0.23927765237020315,0.2221949934778922,0.013186201513417957,196
136,0.1202244758605957,0.0020800906053992188,0.018917957941691082,0.002462013649113855,balanced,gini,9,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.2011611030478955,0.2674135411592791,0.1969332531569453,0.22183596578804,0.03227439863850646,197
93,0.051115830739339195,0.004661355967291181,0.020690361658732098,0.0033421034879833685,balanced,entropy,6,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19505935194096888,0.22289844047166224,0.2375,0.21848593080421033,0.0176050150637378,198
129,0.06284952163696289,0.009113768847727896,0.019613981246948242,0.003083115077170724,balanced,gini,6,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19505935194096888,0.2230681385610963,0.23676148796498905,0.21829632615568476,0.01735597269848433,199
101,0.17230796813964844,0.006368379750974105,0.0207213560740153,0.001359805051716928,balanced,entropy,9,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.2189631650750341,0.2044378698224852,0.23114158935054457,0.21818087474935463,0.01091577277073726,200
99,0.17490172386169434,0.007972177982722565,0.02005457878112793,0.002050589794772889,balanced,entropy,9,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.21833910034602075,0.2037525652301378,0.23048327137546468,0.21752497898387438,0.010927938443920742,201
103,0.059517621994018555,0.004087461948111791,0.01961827278137207,0.0023544919395407917,balanced,entropy,9,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.22817314746881878,0.21858736059479553,0.20276794335371742,0.21650948380577725,0.010475185853410795,202
139,0.0760797659556071,0.007723243100302364,0.021277348200480144,0.0016942820879368306,balanced,gini,9,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.2194708276797829,0.21858736059479553,0.21052631578947367,0.21619483468801737,0.004024442686047704,203
97,0.16943987210591635,0.007037831257855714,0.022942860921223957,0.003730600457469769,balanced,entropy,9,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.21305957590037025,0.2035840188014101,0.2302604381976023,0.21563467763312757,0.011041775209054085,204
137,0.18080671628316244,0.003572508887817657,0.022484620412190754,0.001524398009757216,balanced,gini,9,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.20743700061462814,0.2044917257683215,0.23114158935054457,0.21435677191116476,0.011929409969624195,205
120,0.10570216178894043,0.010612455764172437,0.021158615748087566,0.004080379141356413,balanced,gini,6,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.21084337349397592,0.1939206304531382,0.23607427055702918,0.21361275816804773,0.017320209046213987,206
135,0.19286251068115234,0.005502138833605194,0.025265057881673176,0.0020503110860276173,balanced,gini,9,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.20192307692307693,0.2028604786923526,0.2319140140553948,0.2122325232236081,0.013922176351431505,207
133,0.1869963010152181,0.017249277049229024,0.01970195770263672,0.0016302234682199592,balanced,gini,9,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.19805194805194806,0.20204081632653062,0.2318181818181818,0.2106369820655535,0.01506563827054907,208
122,0.09765164057413737,0.008561803197016058,0.018951416015625,0.0008161692368371683,balanced,gini,6,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.20530393325387367,0.19413092550790068,0.22561459159397304,0.2083498167852491,0.01303235364825694,209
140,0.07226951917012532,0.0021298277907133203,0.02365883191426595,0.0019205736517273378,balanced,gini,9,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.21492241663915485,0.2186305179005909,0.18439919701749355,0.2059840438524131,0.015337681558968167,210
106,0.059712489446004234,0.004038928972667946,0.020117839177449543,0.002319894552123512,balanced,entropy,9,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.22589928057553957,0.18673647469458987,0.20530275886778931,0.2059795047126396,0.015995308266720562,211
142,0.07075238227844238,0.0033989796579399914,0.02467036247253418,0.00037629995407684,balanced,gini,9,sqrt,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.22589928057553957,0.18673647469458987,0.20500894454382826,0.20588156660465254,0.01600005089706519,212
104,0.07081460952758789,0.007991963924183838,0.022284587224324543,0.002476373479363103,balanced,entropy,9,sqrt,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.2099483204134367,0.2186305179005909,0.18439919701749355,0.20432601177717372,0.014529363329741196,213
86,0.1121200720469157,0.003707488327633925,0.02366185188293457,0.0003945269694092156,balanced,entropy,6,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.20253164556962025,0.19439728353140917,0.19626972740315637,0.19773288550139526,0.0034782740123519033,214
88,0.10097002983093262,0.005912207080841577,0.02193768819173177,0.0021519044804634187,balanced,entropy,6,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.20280948200175591,0.193639178159302,0.1960161662817552,0.19748827548093772,0.0038857815397051114,215
124,0.11476604143778484,0.0061771618588396734,0.020371675491333008,0.002166054778371489,balanced,gini,6,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.20481569560047563,0.193639178159302,0.18922505307855628,0.19589330894611132,0.0065613953172883955,216
